Campaign_ID,Campaign_Name,Channel,Target_Segment,Impressions,Clicks,Conversions,Deposits,Revenue_USD,Start_Date,End_Date
C008,Spin & Win,SMS,Churned Users,49497,7875,5428,4464,33506.1,2025-06-04,2025-06-15
C015,Lucky Draw,Push Notification,High Rollers,37629,9993,2104,2104,9940.48,2025-06-06,2025-06-16
C017,Cashback Carnival,Social Media,Churned Users,20596,9963,7162,1735,30412.36,2025-06-12,2025-06-23
C019,Weekend Frenzy,SMS,Casual Bettors,37393,8140,4535,4139,5338.73,2025-06-22,2025-07-02
C004,Comeback Offer,SMS,New Users,8342,8342,4923,3800,32280.44,2025-06-25,2025-07-04
C016,Loyalty Bonus,Affiliate,High Rollers,11604,5588,5588,2464,47001.64,2025-06-10,2025-06-23
C013,Midweek Madness,Affiliate,New Users,4172,2977,2977,2977,23439.86,2025-06-20,2025-07-01
C012,Big Match Bonus,Email,Returning Users,49563,5404,450,450,44782.58,2025-06-16,2025-06-25
C004,Midweek Madness,Email,Casual Bettors,47704,3382,3382,1411,28268.4,2025-06-26,2025-07-10
C012,Loyalty Bonus,Push Notification,Churned Users,38383,2207,2207,1932,38837.41,2025-06-28,2025-07-09
C017,Comeback Offer,Push Notification,Churned Users,24009,6172,6172,4252,9853.7,2025-06-21,2025-07-03
C009,Comeback Offer,Affiliate,Returning Users,19454,2082,2082,2082,46573.62,2025-06-13,2025-06-23
C012,Goal Galore,Affiliate,High Rollers,11449,3750,3750,795,11370.32,2025-06-10,2025-06-19
C015,Early Bird Bonus,Email,Churned Users,16299,7441,178,178,33341.61,2025-06-16,2025-06-25
C020,Bet & Chill,Affiliate,High Rollers,29492,8571,6326,1018,32451.46,2025-06-29,2025-07-11
C002,Comeback Offer,SMS,Churned Users,33489,8903,2045,2045,34555.41,2025-06-24,2025-07-03
C009,Refer & Earn,SMS,High Rollers,27142,932,433,433,35491.91,2025-06-23,2025-07-01
C014,Lucky Draw,Affiliate,New Users,12894,9602,1375,866,20349.85,2025-06-11,2025-06-24
C004,Loyalty Bonus,Push Notification,High Rollers,33342,8058,2866,2866,31401.57,2025-06-16,2025-06-24
C004,VIP Reload,Email,Returning Users,9053,9053,6903,4049,22189.18,2025-06-19,2025-06-29
C006,Lucky Draw,SMS,Churned Users,7385,7385,683,683,5243.99,2025-06-21,2025-06-29
C005,Goal Galore,Push Notification,Casual Bettors,12347,1921,1921,789,8018.16,2025-06-21,2025-07-04
C017,Instant Win Promo,Affiliate,High Rollers,6050,6050,5903,2599,12841.81,2025-06-13,2025-06-24
C013,Spin & Win,Email,Casual Bettors,46527,4103,1212,1212,36810.94,2025-06-09,2025-06-19
C020,High Roller Heaven,Email,High Rollers,32466,2180,1538,1538,12564.61,2025-06-17,2025-06-30
C017,Instant Win Promo,Push Notification,New Users,14757,6849,6849,3754,44276.45,2025-06-30,2025-07-11
C019,Flash Bet Boost,Push Notification,Casual Bettors,23534,5442,1819,1819,46092.76,2025-06-10,2025-06-24
C001,Goal Galore,Push Notification,Returning Users,10260,2170,2170,2170,29134.76,2025-06-24,2025-07-01
C017,Bet & Chill,Affiliate,Casual Bettors,6613,6613,2519,2519,46558.93,2025-06-07,2025-06-16
C003,Weekend Frenzy,Affiliate,High Rollers,20238,7167,7167,4250,4939.19,2025-06-04,2025-06-15
C014,Mega Multiplier,Push Notification,Returning Users,19833,9742,887,887,6949.04,2025-06-18,2025-06-28
C012,Midweek Madness,Affiliate,New Users,1986,1986,1811,1811,30304.27,2025-06-19,2025-06-27
C015,Mega Multiplier,Email,Casual Bettors,41787,4409,4409,4340,3863.46,2025-06-27,2025-07-08
C006,Deposit Doubler,Social Media,Returning Users,16840,7784,6618,4891,39829.48,2025-06-02,2025-06-15
C020,Bet & Chill,Affiliate,Casual Bettors,6136,3569,3569,1925,10260.15,2025-06-28,2025-07-05
C002,Instant Win Promo,Email,New Users,15743,7786,1957,194,43999.89,2025-06-24,2025-07-04
C004,Midweek Madness,Social Media,New Users,15392,9910,737,737,10663.31,2025-06-20,2025-06-30
C013,Instant Win Promo,Social Media,New Users,4182,4182,3341,3341,23916.55,2025-06-20,2025-07-03
C013,Weekend Frenzy,Push Notification,New Users,5603,3125,2298,2298,1547.28,2025-06-28,2025-07-07
C017,Bet & Chill,Push Notification,Returning Users,34039,7024,1995,572,39191.09,2025-06-10,2025-06-17
C006,Midweek Madness,Email,Returning Users,30248,7581,5302,3071,9297.18,2025-06-06,2025-06-20
C011,Deposit Doubler,Push Notification,New Users,27902,7385,1650,1650,41566.51,2025-06-01,2025-06-12
C019,Loyalty Bonus,Social Media,High Rollers,43114,4946,3684,707,18365.27,2025-06-04,2025-06-12
C016,Mega Multiplier,Email,Returning Users,7843,518,518,518,3401.83,2025-06-30,2025-07-12
C008,Refer & Earn,Email,New Users,44818,6439,6007,4544,38735.83,2025-06-18,2025-07-01
C001,Flash Bet Boost,Email,Returning Users,2204,2204,2204,2204,9434.76,2025-06-05,2025-06-16
C010,Big Match Bonus,Push Notification,Casual Bettors,31432,3223,3223,3223,10056.43,2025-06-29,2025-07-08
C002,Flash Bet Boost,Push Notification,High Rollers,20685,6501,4078,3261,31295.37,2025-06-29,2025-07-13
C019,Late Night Thrill,Push Notification,New Users,2777,2777,2777,2777,3560.63,2025-06-07,2025-06-14
C014,Midweek Madness,Affiliate,High Rollers,23828,6757,4645,4645,42649.23,2025-06-30,2025-07-11
C003,VIP Reload,Affiliate,Returning Users,19806,5002,187,187,24364.28,2025-06-16,2025-06-27
C009,Refer & Earn,Affiliate,Returning Users,26511,307,307,307,48043.48,2025-06-08,2025-06-18
C008,Refer & Earn,Email,Casual Bettors,23011,339,339,339,39309.82,2025-06-06,2025-06-18
C011,Loyalty Bonus,Push Notification,New Users,21143,1686,1686,639,41350.99,2025-06-16,2025-06-25
C015,Bet & Chill,Affiliate,New Users,10433,9351,1268,1268,45250.86,2025-06-30,2025-07-07
C006,Deposit Doubler,Email,Churned Users,49973,1578,1578,134,23976.54,2025-06-27,2025-07-10
C002,Instant Win Promo,Social Media,Casual Bettors,47071,5665,1086,1086,44337.55,2025-06-03,2025-06-15
C001,High Roller Heaven,Affiliate,High Rollers,16701,6130,1922,1879,22491.97,2025-06-10,2025-06-19
C003,Flash Bet Boost,Email,New Users,37586,6045,2399,2399,25345.03,2025-06-01,2025-06-12
C018,Welcome Bonus,SMS,Churned Users,4114,4114,4114,2332,25932.98,2025-06-13,2025-06-26
C014,Flash Bet Boost,Affiliate,High Rollers,5348,5348,2955,2955,47359.64,2025-06-15,2025-06-26
C017,Instant Win Promo,Social Media,Returning Users,24533,8344,3163,3163,39550.23,2025-06-15,2025-06-22
C002,Loyalty Bonus,Email,Returning Users,15862,2253,2253,2253,19648.38,2025-06-05,2025-06-17
C019,High Roller Heaven,Affiliate,Casual Bettors,28926,8150,7780,6075,22022.08,2025-06-22,2025-06-29
C009,Refer & Earn,Affiliate,Returning Users,9789,3132,3132,3132,19093.03,2025-06-20,2025-07-03
C008,Flash Bet Boost,SMS,Returning Users,1136,1136,606,606,28579.57,2025-06-29,2025-07-08
C010,VIP Reload,Email,Churned Users,34879,5591,5591,1793,44192.91,2025-06-09,2025-06-18
C009,Bet & Chill,Email,High Rollers,6303,5338,5338,882,43007.22,2025-06-03,2025-06-16
C008,Early Bird Bonus,Email,High Rollers,42310,4781,3133,3133,30326.73,2025-06-22,2025-07-05
C007,Early Bird Bonus,Push Notification,Churned Users,48080,4219,4219,1117,29389.95,2025-06-18,2025-06-25
C006,Big Match Bonus,SMS,High Rollers,8333,8104,2362,2362,35030.61,2025-06-07,2025-06-14
C002,Big Match Bonus,Email,High Rollers,16531,8431,3578,3578,21752.46,2025-06-10,2025-06-24
C009,Deposit Doubler,SMS,Casual Bettors,46113,5202,5202,4331,14552.01,2025-06-27,2025-07-09
C009,Comeback Offer,Push Notification,New Users,18976,3503,3503,3503,22713.53,2025-06-22,2025-07-03
C019,Late Night Thrill,Email,High Rollers,49972,8892,2046,1572,8335.64,2025-06-16,2025-06-23
C009,Late Night Thrill,SMS,High Rollers,25489,3960,1781,1781,21577.51,2025-06-25,2025-07-02
C002,Midweek Madness,SMS,High Rollers,9074,5149,5149,4736,29781.41,2025-06-19,2025-07-01
C019,Late Night Thrill,Push Notification,Returning Users,7276,7276,2230,2230,8379.8,2025-06-17,2025-06-28
C016,Goal Galore,SMS,Churned Users,40103,5738,5738,5117,7379.31,2025-06-02,2025-06-13
C014,High Roller Heaven,Push Notification,Casual Bettors,18669,7014,6039,6039,16530.24,2025-06-25,2025-07-05
C020,Welcome Bonus,Affiliate,Returning Users,15495,2410,2410,2410,28785.71,2025-06-23,2025-07-03
C001,Late Night Thrill,SMS,Churned Users,43713,6776,1417,1417,24626.56,2025-06-30,2025-07-10
C013,Lucky Draw,Push Notification,Casual Bettors,14041,1266,1266,1266,45250.12,2025-06-08,2025-06-19
C002,Loyalty Bonus,Social Media,Returning Users,7942,513,513,513,28678.67,2025-06-15,2025-06-27
C014,High Roller Heaven,Email,Casual Bettors,10114,2524,2524,1906,7149.19,2025-06-13,2025-06-27
C001,Late Night Thrill,Email,High Rollers,34910,8218,374,374,21354.43,2025-06-14,2025-06-22
C015,Refer & Earn,Email,Returning Users,18177,9372,2812,2812,42983.42,2025-06-05,2025-06-16
C018,Refer & Earn,Push Notification,Returning Users,6842,6842,2211,415,48503.18,2025-06-20,2025-07-04
C009,Mega Multiplier,Push Notification,New Users,25755,7210,7210,5979,37484.97,2025-06-14,2025-06-21
C008,Goal Galore,Email,High Rollers,47792,2112,61,61,5186.45,2025-06-15,2025-06-27
C007,Deposit Doubler,Push Notification,High Rollers,20775,7723,5837,5837,38110.65,2025-06-22,2025-07-04
C009,Comeback Offer,SMS,Returning Users,10911,169,169,169,25560.16,2025-06-23,2025-07-05
C009,Instant Win Promo,SMS,Returning Users,34966,5030,5030,2083,29383.96,2025-06-24,2025-07-07
C011,Early Bird Bonus,SMS,Churned Users,16751,5682,205,205,41071.16,2025-06-10,2025-06-17
C004,Midweek Madness,Affiliate,New Users,7194,2239,2141,2141,33445.44,2025-06-05,2025-06-17
C007,Refer & Earn,Email,Returning Users,28380,8000,7087,812,21017.22,2025-06-26,2025-07-05
C007,Lucky Draw,Social Media,Casual Bettors,21842,639,639,639,1902.73,2025-06-14,2025-06-23
C004,Flash Bet Boost,Email,Churned Users,49916,5249,5249,5249,18749.21,2025-06-06,2025-06-16
C012,Spin & Win,SMS,Returning Users,34855,5397,5397,5397,8418.93,2025-06-29,2025-07-06
C017,Welcome Bonus,Email,High Rollers,18975,797,681,681,26836.88,2025-06-07,2025-06-20
C020,Loyalty Bonus,Affiliate,New Users,42810,4719,2655,2655,4998.65,2025-06-30,2025-07-09
C003,Welcome Bonus,SMS,Churned Users,39128,3340,98,98,31901.08,2025-06-10,2025-06-23
C009,Lucky Draw,Affiliate,Casual Bettors,14303,6009,686,686,17218.89,2025-06-05,2025-06-16
C005,Spin & Win,Affiliate,Churned Users,38110,4383,4383,4383,17164.73,2025-06-10,2025-06-19
C020,Flash Bet Boost,Affiliate,New Users,27121,7602,3221,3221,38137.11,2025-06-09,2025-06-17
C016,Welcome Bonus,SMS,New Users,27870,7364,5636,4344,40837.02,2025-06-25,2025-07-05
C008,Midweek Madness,Affiliate,Churned Users,19682,9878,7594,3085,33415.86,2025-06-30,2025-07-14
C016,Mega Multiplier,Affiliate,Casual Bettors,47818,2816,2816,2315,25101.91,2025-06-30,2025-07-09
C019,Comeback Offer,Social Media,Churned Users,41086,8419,6940,3810,45862.58,2025-06-12,2025-06-25
C016,Lucky Draw,Email,High Rollers,23874,4075,4075,4075,31622.74,2025-06-20,2025-07-02
C018,Loyalty Bonus,Social Media,Churned Users,13387,9744,429,429,26015.26,2025-06-05,2025-06-17
C015,Early Bird Bonus,Email,Returning Users,17127,8703,5913,5113,515.29,2025-06-16,2025-06-25
C018,Bet & Chill,SMS,Returning Users,23371,2410,2410,2410,30406.15,2025-06-01,2025-06-09
C014,Weekend Frenzy,Social Media,Casual Bettors,32707,5975,2900,2900,21110.23,2025-06-10,2025-06-17
C016,Big Match Bonus,Push Notification,Returning Users,23660,5015,5015,5015,10766.08,2025-06-17,2025-06-28
C005,Loyalty Bonus,SMS,Returning Users,36974,1641,1641,1272,24115.91,2025-06-01,2025-06-10
C008,Loyalty Bonus,SMS,Churned Users,36380,4602,4602,3722,44047.13,2025-06-07,2025-06-21
C016,Cashback Carnival,Email,Churned Users,47864,6492,4441,4441,19321.91,2025-06-24,2025-07-07
C001,Mega Multiplier,Email,New Users,29299,3263,3263,3263,2436.82,2025-06-12,2025-06-25
C011,Goal Galore,Affiliate,Returning Users,48366,5181,1685,1685,46019.34,2025-06-25,2025-07-06
C011,Deposit Doubler,Push Notification,Returning Users,14167,8735,4776,3020,40396.15,2025-06-16,2025-06-25
C002,Late Night Thrill,SMS,New Users,44498,3332,372,372,36225.44,2025-06-10,2025-06-24
C019,Cashback Carnival,SMS,New Users,39435,6736,5725,5725,35639.58,2025-06-16,2025-06-24
C005,Refer & Earn,Social Media,Casual Bettors,45945,9787,7660,7134,1254.04,2025-06-17,2025-06-30
C003,Instant Win Promo,Email,New Users,14590,3570,3570,1173,13619.07,2025-06-25,2025-07-04
C008,Instant Win Promo,Social Media,New Users,24597,4194,4194,4194,42169.86,2025-06-15,2025-06-29
C004,Deposit Doubler,Email,Returning Users,47543,3704,3704,3704,48452.78,2025-06-29,2025-07-06
C013,Refer & Earn,Email,High Rollers,4763,4763,1107,1107,43551.87,2025-06-30,2025-07-08
C014,Welcome Bonus,Social Media,Casual Bettors,15785,4166,1325,1325,16336.43,2025-06-08,2025-06-21
C001,VIP Reload,Social Media,Casual Bettors,32417,5487,5487,4167,28154.35,2025-06-17,2025-06-30
C005,Goal Galore,Social Media,Churned Users,6543,2544,2544,2544,21098.27,2025-06-19,2025-06-28
C007,Mega Multiplier,Email,Casual Bettors,45438,6411,1171,227,43760.94,2025-06-03,2025-06-12
C006,Lucky Draw,Push Notification,New Users,49303,2133,2133,2133,27365.01,2025-06-27,2025-07-10
C015,Deposit Doubler,Social Media,Casual Bettors,44007,6523,3453,3453,5163.63,2025-06-15,2025-06-25
C015,Big Match Bonus,Email,Casual Bettors,48296,9493,7972,4439,32081.01,2025-06-05,2025-06-15
C008,High Roller Heaven,Social Media,Churned Users,43545,2918,430,430,24511.23,2025-06-21,2025-06-28
C002,Spin & Win,Push Notification,Churned Users,32548,5947,687,687,48912.67,2025-06-03,2025-06-12
C014,Comeback Offer,Push Notification,Casual Bettors,15536,4381,4381,1857,13047.64,2025-06-08,2025-06-20
C016,VIP Reload,Affiliate,Returning Users,10078,5341,5341,5341,9592.46,2025-06-27,2025-07-07
C010,Big Match Bonus,Affiliate,New Users,22662,2015,2015,2015,21713.44,2025-06-24,2025-07-05
C015,Goal Galore,Push Notification,New Users,8177,1968,1968,1430,14337.45,2025-06-01,2025-06-09
C004,Refer & Earn,Social Media,New Users,16325,282,282,282,19613.65,2025-06-25,2025-07-07
C012,Deposit Doubler,Affiliate,Churned Users,23492,5589,1596,1596,37902.41,2025-06-22,2025-07-03
C010,Instant Win Promo,Email,New Users,43161,2430,2430,2430,25549.74,2025-06-13,2025-06-24
C002,Late Night Thrill,Push Notification,Returning Users,19809,365,365,365,3621.33,2025-06-25,2025-07-04
C004,Deposit Doubler,Social Media,New Users,12917,6476,6027,4143,27269.4,2025-06-19,2025-07-02
C020,Refer & Earn,Email,Churned Users,10060,2938,2938,2938,12389.46,2025-06-05,2025-06-18
C006,Big Match Bonus,Push Notification,Returning Users,19004,9240,5987,5987,45793.23,2025-06-26,2025-07-10
C014,Weekend Frenzy,Push Notification,Casual Bettors,21155,7380,7380,4070,1902.37,2025-06-03,2025-06-14
C003,VIP Reload,Social Media,High Rollers,11276,5130,3014,3014,41294.89,2025-06-19,2025-06-30
C015,Weekend Frenzy,Social Media,Returning Users,35183,3957,3957,3914,15151.95,2025-06-12,2025-06-26
C001,VIP Reload,SMS,Churned Users,10162,6865,6122,3086,9153.23,2025-06-18,2025-07-01
C019,Early Bird Bonus,Social Media,Returning Users,6246,6246,333,333,35287.17,2025-06-26,2025-07-05
C001,Early Bird Bonus,Email,Returning Users,10726,8487,2368,2368,29873.69,2025-06-24,2025-07-02
C013,VIP Reload,Affiliate,Churned Users,7053,5772,5772,5772,19973.42,2025-06-23,2025-07-02
C008,Bet & Chill,Social Media,High Rollers,40607,964,964,964,46585.58,2025-06-04,2025-06-15
C018,Mega Multiplier,Social Media,Casual Bettors,16974,6349,4918,4555,10005.14,2025-06-11,2025-06-20
C003,Deposit Doubler,Affiliate,Churned Users,12336,6744,1282,1282,38052.99,2025-06-02,2025-06-10
C018,Cashback Carnival,Affiliate,Casual Bettors,34027,8864,7004,3613,1412.65,2025-06-22,2025-06-30
C020,Refer & Earn,Push Notification,Casual Bettors,15198,523,523,523,23250.5,2025-06-23,2025-07-03
C009,Early Bird Bonus,Push Notification,New Users,28476,6605,1021,711,36566.22,2025-06-24,2025-07-07
C006,Welcome Bonus,Affiliate,Returning Users,4850,4850,1973,97,26353.57,2025-06-05,2025-06-12
C020,Deposit Doubler,Affiliate,High Rollers,48634,9602,4072,4072,28543.21,2025-06-04,2025-06-14
C002,VIP Reload,Affiliate,Casual Bettors,31835,4599,2401,2401,30410.25,2025-06-01,2025-06-12
C004,Weekend Frenzy,Email,Casual Bettors,18737,8138,6931,5574,7990.47,2025-06-01,2025-06-10
C018,Spin & Win,SMS,Returning Users,12327,5652,5652,1179,26556.92,2025-06-19,2025-07-01
C007,Cashback Carnival,Email,New Users,49773,3893,3893,3893,8372.0,2025-06-13,2025-06-20
C011,Spin & Win,SMS,New Users,39936,6117,5844,5670,31616.69,2025-06-21,2025-07-01
C005,Midweek Madness,Push Notification,High Rollers,8804,4587,3995,3995,6106.74,2025-06-03,2025-06-10
C008,Spin & Win,Affiliate,New Users,17967,7532,2578,1604,663.58,2025-06-19,2025-06-28
C011,Cashback Carnival,Email,High Rollers,10468,5629,4611,4611,4174.43,2025-06-29,2025-07-12
C020,Late Night Thrill,Affiliate,High Rollers,34740,4804,3556,2642,2196.77,2025-06-30,2025-07-08
C020,Late Night Thrill,Affiliate,Casual Bettors,36931,2138,2138,2138,47874.19,2025-06-06,2025-06-20
C015,Goal Galore,Affiliate,High Rollers,39054,8976,2224,2224,20957.45,2025-06-02,2025-06-16
C003,Goal Galore,Email,Churned Users,39332,2797,1803,1803,16451.9,2025-06-03,2025-06-15
C007,Cashback Carnival,Affiliate,High Rollers,26418,8406,6206,2434,46430.77,2025-06-30,2025-07-09
C008,Comeback Offer,Push Notification,High Rollers,37335,6180,3795,1119,48497.5,2025-06-18,2025-06-30
C011,Instant Win Promo,SMS,Churned Users,32702,5532,1847,1847,48024.32,2025-06-03,2025-06-15
C010,Goal Galore,Social Media,Returning Users,39399,4032,1496,1496,33580.93,2025-06-07,2025-06-18
C020,High Roller Heaven,Push Notification,New Users,4562,4562,1925,1925,25229.56,2025-06-27,2025-07-11
C009,Big Match Bonus,SMS,New Users,10854,3534,111,111,44122.85,2025-06-22,2025-07-02
C015,Mega Multiplier,Social Media,New Users,26393,8337,246,246,23351.23,2025-06-09,2025-06-16
C020,Spin & Win,Affiliate,Returning Users,5343,4867,4867,719,36467.53,2025-06-07,2025-06-20
C005,Flash Bet Boost,Push Notification,Churned Users,18959,8794,2635,2635,46595.32,2025-06-27,2025-07-10
C015,Spin & Win,Social Media,New Users,7943,7591,972,972,6581.72,2025-06-08,2025-06-19
C004,Mega Multiplier,Social Media,New Users,49439,691,691,691,18589.08,2025-06-07,2025-06-17
C005,Weekend Frenzy,Social Media,High Rollers,14393,467,467,467,34674.25,2025-06-30,2025-07-08
C015,Early Bird Bonus,Affiliate,Returning Users,25648,246,246,246,7156.53,2025-06-20,2025-06-28
C017,Big Match Bonus,SMS,New Users,32376,7389,171,171,18999.39,2025-06-15,2025-06-27
C008,Instant Win Promo,SMS,Returning Users,2058,802,802,802,30453.77,2025-06-06,2025-06-17
C019,High Roller Heaven,Push Notification,New Users,14321,2408,2408,2408,16820.94,2025-06-30,2025-07-14
C009,Spin & Win,Affiliate,New Users,35384,3156,3156,63,37541.77,2025-06-13,2025-06-23
C010,Instant Win Promo,SMS,New Users,21820,6951,528,528,34649.73,2025-06-21,2025-07-01
C005,Cashback Carnival,Push Notification,Churned Users,23011,4628,4628,4628,12745.02,2025-06-08,2025-06-20
C010,Cashback Carnival,SMS,High Rollers,8945,1364,1364,690,38820.36,2025-06-30,2025-07-13
C001,Refer & Earn,Email,Churned Users,1761,1761,1761,1761,17254.04,2025-06-16,2025-06-30
C004,Weekend Frenzy,Affiliate,Returning Users,43614,6343,3243,654,13366.68,2025-06-12,2025-06-19
C005,Weekend Frenzy,Email,High Rollers,45293,4927,1993,1524,1879.13,2025-06-22,2025-07-01
C007,Instant Win Promo,SMS,Casual Bettors,12785,5752,1103,1103,38072.52,2025-06-08,2025-06-16
C005,VIP Reload,SMS,Churned Users,25088,6123,2399,1633,26548.18,2025-06-26,2025-07-06
C020,Big Match Bonus,Email,High Rollers,42113,2409,2409,2409,26776.07,2025-06-25,2025-07-08
C008,Mega Multiplier,Affiliate,New Users,8635,3737,2388,2388,10229.13,2025-06-08,2025-06-15
C017,Goal Galore,Push Notification,New Users,27887,8498,5624,2448,18169.18,2025-06-15,2025-06-27
C001,High Roller Heaven,Social Media,Churned Users,17805,3923,3888,86,15817.02,2025-06-01,2025-06-09
C018,Deposit Doubler,Email,High Rollers,9400,9400,2715,2715,47544.41,2025-06-05,2025-06-19
C012,Late Night Thrill,Affiliate,Churned Users,42426,8709,233,233,17786.42,2025-06-11,2025-06-23
C003,Refer & Earn,Affiliate,Casual Bettors,1575,1575,1255,1255,12050.86,2025-06-15,2025-06-25
C020,Goal Galore,Social Media,Returning Users,32673,4639,4639,2031,8608.53,2025-06-12,2025-06-22
C014,Welcome Bonus,Push Notification,Churned Users,11098,9775,2742,2742,26586.06,2025-06-18,2025-07-02
C016,Welcome Bonus,Push Notification,Returning Users,19362,3090,3090,3090,6179.19,2025-06-04,2025-06-12
C018,Late Night Thrill,SMS,High Rollers,28169,1728,1728,451,1432.34,2025-06-04,2025-06-13
C010,Lucky Draw,SMS,Casual Bettors,20834,1094,1094,1094,26727.18,2025-06-13,2025-06-24
C015,Late Night Thrill,Email,Churned Users,19651,5042,4793,339,29451.84,2025-06-18,2025-06-26
C010,Refer & Earn,Push Notification,High Rollers,43623,1770,1349,1349,19285.44,2025-06-28,2025-07-05
C001,Comeback Offer,Email,Churned Users,2823,2823,1829,1133,21888.99,2025-06-08,2025-06-22
C019,Deposit Doubler,SMS,New Users,1811,1811,1811,1177,43497.1,2025-06-03,2025-06-17
C002,Big Match Bonus,Email,High Rollers,43326,1312,974,974,35715.73,2025-06-26,2025-07-10
C013,Welcome Bonus,Social Media,Casual Bettors,36924,8952,4429,4429,24021.71,2025-06-17,2025-06-28
C016,High Roller Heaven,Email,High Rollers,27699,7339,7339,6040,29081.6,2025-06-19,2025-07-03
C008,Mega Multiplier,SMS,Casual Bettors,7560,7560,1347,1347,19059.84,2025-06-12,2025-06-24
C003,Goal Galore,SMS,New Users,10218,5878,361,361,10241.94,2025-06-27,2025-07-06
C019,Comeback Offer,Social Media,New Users,2906,2906,2906,955,20801.52,2025-06-10,2025-06-21
C014,Midweek Madness,Social Media,Returning Users,44161,9667,6497,1025,1011.84,2025-06-05,2025-06-15
C011,Comeback Offer,Push Notification,Returning Users,15324,2762,2762,1608,28156.25,2025-06-30,2025-07-07
C012,Comeback Offer,Social Media,New Users,32510,841,841,841,2394.05,2025-06-20,2025-06-30
C011,Bet & Chill,Social Media,New Users,47008,7425,1118,1118,24281.27,2025-06-22,2025-06-30
C011,Spin & Win,Push Notification,Returning Users,14779,783,783,783,15756.98,2025-06-07,2025-06-17
C018,Deposit Doubler,Social Media,Returning Users,19853,9186,3965,773,32336.83,2025-06-03,2025-06-15
C010,Comeback Offer,Affiliate,Returning Users,1705,1705,1705,1705,18385.74,2025-06-30,2025-07-14
C016,Loyalty Bonus,Affiliate,High Rollers,39629,2160,2160,2160,13290.07,2025-06-18,2025-06-30
C008,Mega Multiplier,Affiliate,New Users,5503,5503,3592,3592,2730.3,2025-06-24,2025-07-07
C006,Bet & Chill,Social Media,Churned Users,7196,7196,4801,2738,18095.78,2025-06-23,2025-07-07
C019,Big Match Bonus,SMS,Casual Bettors,37093,1113,1113,1113,17637.19,2025-06-18,2025-06-30
C013,Cashback Carnival,SMS,Casual Bettors,25986,4967,4834,4834,1759.47,2025-06-15,2025-06-28
C015,High Roller Heaven,Push Notification,Casual Bettors,14403,9742,2849,2277,27200.99,2025-06-19,2025-06-27
C013,Early Bird Bonus,SMS,Casual Bettors,26874,9910,2843,2651,10418.67,2025-06-13,2025-06-20
C001,VIP Reload,SMS,Returning Users,37839,226,226,226,9513.64,2025-06-02,2025-06-14
C002,Lucky Draw,Push Notification,Returning Users,10694,3091,978,978,23094.03,2025-06-08,2025-06-19
C013,High Roller Heaven,Affiliate,New Users,30492,4297,1666,1666,31834.82,2025-06-10,2025-06-18
C002,Comeback Offer,Push Notification,Returning Users,30879,9045,628,628,2769.17,2025-06-25,2025-07-09
C011,Goal Galore,SMS,Casual Bettors,4171,4171,1219,1219,12042.04,2025-06-28,2025-07-07
C013,Welcome Bonus,SMS,High Rollers,40652,5531,5531,5531,427.7,2025-06-11,2025-06-25
C010,Midweek Madness,Push Notification,High Rollers,6717,4976,873,365,18969.67,2025-06-04,2025-06-18
C015,Instant Win Promo,Social Media,Churned Users,9216,9216,2048,2048,23608.21,2025-06-12,2025-06-25
C001,Instant Win Promo,SMS,New Users,16388,1316,1316,883,16033.12,2025-06-03,2025-06-15
C014,Cashback Carnival,SMS,High Rollers,34025,7958,2274,2274,23966.02,2025-06-20,2025-06-28
C010,Weekend Frenzy,Push Notification,High Rollers,6804,5778,3881,328,31895.11,2025-06-27,2025-07-04
C018,Refer & Earn,SMS,High Rollers,35749,8309,655,196,10524.64,2025-06-11,2025-06-19
C011,Cashback Carnival,Social Media,Casual Bettors,16138,8134,906,906,39795.97,2025-06-03,2025-06-17
C007,Goal Galore,Social Media,Casual Bettors,29754,8726,2798,2798,47016.96,2025-06-24,2025-07-01
C015,Refer & Earn,Push Notification,Churned Users,39596,1161,1161,1161,23927.83,2025-06-18,2025-06-30
C003,Instant Win Promo,Email,Returning Users,32740,6075,2443,2443,3261.91,2025-06-14,2025-06-23
C002,Instant Win Promo,Affiliate,Returning Users,33160,5365,2107,2107,41815.69,2025-06-02,2025-06-09
C008,Refer & Earn,Social Media,Returning Users,30338,2247,59,59,10173.89,2025-06-13,2025-06-27
C008,Loyalty Bonus,Social Media,High Rollers,1757,1757,1757,1689,46849.72,2025-06-29,2025-07-12
C011,Deposit Doubler,Affiliate,Returning Users,16861,1959,1959,1959,1399.14,2025-06-11,2025-06-23
C016,Lucky Draw,Push Notification,Returning Users,13921,5764,5764,4980,20827.58,2025-06-30,2025-07-09
C002,Late Night Thrill,SMS,Casual Bettors,33273,8702,7359,6957,14217.27,2025-06-05,2025-06-15
C005,Loyalty Bonus,Push Notification,Casual Bettors,38703,2840,1397,1397,34480.99,2025-06-15,2025-06-29
C007,Deposit Doubler,Email,Returning Users,30480,2326,2326,2326,40302.1,2025-06-12,2025-06-26
C020,Bet & Chill,Email,Casual Bettors,10098,2761,2761,2761,40067.83,2025-06-01,2025-06-08
C013,High Roller Heaven,Affiliate,Casual Bettors,30921,3854,3854,3854,32412.38,2025-06-22,2025-07-01
C002,High Roller Heaven,Email,High Rollers,12279,8541,7603,1871,20429.7,2025-06-11,2025-06-21
